dataset,model,cpu_load,n_samples,test_accuracy,test_precision,test_f1_score,test_recall,fit_time,emission_time,emissions,energy_consumed
Test 3,Forest,34.75,45312.000000,0.900773,0.905643,0.905367,0.905650,6.503177,3.500286e+01,8.030780e-05,4.142503e-04
Test 3,Forest,34.75,45312.000000,0.902672,0.906300,0.906265,0.906422,6.666945,3.500286e+01,8.030780e-05,4.142503e-04
Test 3,Forest,34.75,45312.000000,0.905139,0.909719,0.909483,0.909733,6.521669,3.500286e+01,8.030780e-05,4.142503e-04
Test 3,SupportVector,27.250000000000004,45312.000000,0.784673,0.798124,0.795473,0.797859,36.283781,2.277215e+02,5.229307e-04,2.697424e-03
Test 3,SupportVector,27.250000000000004,45312.000000,0.787638,0.802116,0.798810,0.801390,36.566639,2.277215e+02,5.229307e-04,2.697424e-03
Test 3,SupportVector,27.250000000000004,45312.000000,0.786580,0.801610,0.797988,0.800706,36.430882,2.277215e+02,5.229307e-04,2.697424e-03
Test 3,SupportVector,27.250000000000004,45312.000000,0.790149,0.803681,0.800913,0.803244,36.334867,2.277215e+02,5.229307e-04,2.697424e-03
Test 3,SupportVector,27.250000000000004,45312.000000,0.787100,0.802025,0.798461,0.801148,36.211004,2.277215e+02,5.229307e-04,2.697424e-03
Test 3,Neighbors,26.75,45312.000000,0.831933,0.837076,0.837163,0.837471,0.143161,7.850602e+00,1.802430e-05,9.297441e-05
Test 3,Neighbors,26.75,45312.000000,0.823545,0.830584,0.830365,0.831071,0.132404,7.850602e+00,1.802430e-05,9.297441e-05
Test 3,Neighbors,26.75,45312.000000,0.829744,0.834950,0.835041,0.835356,0.130026,7.850602e+00,1.802430e-05,9.297441e-05
Test 3,Neighbors,26.75,45312.000000,0.832356,0.837035,0.837138,0.837343,0.133089,7.850602e+00,1.802430e-05,9.297441e-05
Test 3,Neighbors,26.75,45312.000000,0.832115,0.838103,0.838072,0.838557,0.126835,7.850602e+00,1.802430e-05,9.297441e-05
Test 3,NaiveBayes,26.75,45312.000000,0.701267,0.766833,0.717364,0.737504,0.064538,1.369140e+00,3.143334e-06,1.621420e-05
Test 3,NaiveBayes,26.75,45312.000000,0.684716,0.770119,0.698722,0.726139,0.068600,1.369140e+00,3.143334e-06,1.621420e-05
Test 3,NaiveBayes,26.75,45312.000000,0.668150,0.765204,0.679492,0.712977,0.064189,1.369140e+00,3.143334e-06,1.621420e-05
Test 3,NaiveBayes,26.75,45312.000000,0.699273,0.771841,0.715092,0.737144,0.068000,1.369140e+00,3.143334e-06,1.621420e-05
Test 3,NaiveBayes,26.75,45312.000000,0.688221,0.768198,0.702879,0.728426,0.066885,1.369140e+00,3.143334e-06,1.621420e-05
Test 3,GradientBoost,26.0,45312.000000,0.820974,0.828504,0.828162,0.828975,6.743079,3.491819e+01,8.016924e-05,4.135355e-04
Test 3,GradientBoost,26.0,45312.000000,0.822488,0.832291,0.831030,0.832285,6.895741,3.491819e+01,8.016924e-05,4.135355e-04
Test 3,GradientBoost,26.0,45312.000000,0.825201,0.834956,0.833687,0.834915,6.764405,3.491819e+01,8.016924e-05,4.135355e-04
Test 3,GradientBoost,26.0,45312.000000,0.827570,0.835461,0.834931,0.835798,6.611409,3.491819e+01,8.016924e-05,4.135355e-04
Test 3,GradientBoost,26.0,45312.000000,0.830138,0.838306,0.837646,0.838557,6.671065,3.491819e+01,8.016924e-05,4.135355e-04
Test 3,Neural,99.5,45312.000000,0.827329,0.831505,0.831559,0.831623,65.280814,2.911466e+02,6.685212e-04,3.448421e-03
