dataset,cpu_load,Linear_accuracy,Linear_time,Linear_emissions,Linear_energy_consumed,SupportVector_accuracy,SupportVector_time,SupportVector_emissions,SupportVector_energy_consumed,StochasticGradient_accuracy,StochasticGradient_time,StochasticGradient_emissions,StochasticGradient_energy_consumed,NaiveBayes_accuracy,NaiveBayes_time,NaiveBayes_emissions,NaiveBayes_energy_consumed,DecisionTree_accuracy,DecisionTree_time,DecisionTree_emissions,DecisionTree_energy_consumed,Forest_accuracy,Forest_time,Forest_emissions,Forest_energy_consumed,AdaBoost_accuracy,AdaBoost_time,AdaBoost_emissions,AdaBoost_energy_consumed
iris,33.0,0.9,0.0028536319732666016,1.9747994523839073e-08,3.310889032148124e-08,1.0,0.0063724517822265625,4.464158143189703e-08,7.484472520092727e-08,0.9,0.0018897056579589844,1.3104892055860563e-08,2.197126565072537e-08,1.0,0.0009582042694091797,6.53565779829172e-09,1.095748618732691e-08,1.0,0.0031409263610839844,2.1895209094611e-08,3.670884532625676e-08,1.0,0.17605829238891602,1.2394699577460523e-06,2.078057842189801e-06,1.0,0.09391641616821289,6.610600455398257e-07,1.1083132779518607e-06
iris,91.0,0.9333333333333333,0.013085365295410156,9.185176199849386e-08,1.53995886021328e-07,0.9666666666666667,0.006693124771118164,4.6879452442717186e-08,7.859667205109598e-08,0.9666666666666667,0.00791025161743164,5.548006248655188e-08,9.301619471682312e-08,0.9666666666666667,0.006238222122192383,4.366450646693279e-08,7.320659086724521e-08,0.9,0.00495147705078125,3.461732951471237e-08,5.803836762976647e-08,0.9333333333333333,0.18154668807983398,1.2780912800295617e-06,2.1428091829911e-06,0.9666666666666667,0.09926843643188477,6.987479422554307e-07,1.1714996656783701e-06
iris,101.0,0.8,0.0025780200958251953,1.78928951487781e-08,2.999868681852818e-08,1.0,0.001046895980834961,7.1568222949184695e-09,1.1998911794650556e-08,0.9333333333333333,0.0019097328186035156,1.3252628476679895e-08,2.221895606544018e-08,1.0,0.0009081363677978516,6.19317791366508e-09,1.0383294771397116e-08,0.9666666666666667,0.0008709430694580078,5.890989780170985e-09,9.876655286753178e-09,1.0,0.0979926586151123,6.897931005662224e-07,1.1564862489500882e-06,0.9666666666666667,0.04506993293762207,3.1713133669537737e-07,5.316928071595789e-07
iris,101.0,0.8,0.0025005340576171875,1.7338883570705597e-08,2.906984776334763e-08,0.9666666666666667,0.00739288330078125,5.1833659009056476e-08,8.690274493545295e-08,0.6333333333333333,0.0018494129180908203,1.2822849797932739e-08,2.1498402131724358e-08,0.9333333333333333,0.0009455680847167969,6.443322535279636e-09,1.0802679678130152e-08,0.9666666666666667,0.0009162425994873047,6.235148487761482e-09,1.0453661366486551e-08,0.9666666666666667,0.08703470230102539,6.126226453866498e-07,1.0271045978910447e-06,0.9666666666666667,0.043932199478149414,3.090931323444345e-07,5.182161968680502e-07
iris,100.0,0.7,0.006305217742919922,4.40657451552944e-08,7.387929551630022e-08,0.9666666666666667,0.0012700557708740234,8.708054713521488e-09,1.4599661149156096e-08,0.8,0.001790761947631836,1.2411538171788e-08,2.080880949984789e-08,0.9333333333333333,0.0009479522705078125,6.473541348629045e-09,1.0853343626594545e-08,0.9666666666666667,0.0007953643798828125,5.19931471906228e-09,8.71701379967928e-09,0.9666666666666667,0.08906698226928711,6.269262170387037e-07,1.0510855334975244e-06,0.9666666666666667,0.045384883880615234,3.193574559454506e-07,5.354250513631226e-07
iris,108.0,0.8333333333333334,0.0025129318237304688,1.7417788250006833e-08,2.920213696211577e-08,0.9666666666666667,0.0010499954223632812,7.1937564001233035e-09,1.206083439832926e-08,0.9666666666666667,0.0019214153289794922,1.332817551005342e-08,2.2345615936601166e-08,0.9666666666666667,0.0009326934814453125,6.357702564122976e-09,1.0659131824147704e-08,0.9666666666666667,0.0008335113525390625,5.652596919303422e-09,9.476973026645184e-09,0.9666666666666667,0.09683513641357422,6.81608838617424e-07,1.1427647629076483e-06,0.9666666666666667,0.04563713073730469,3.211168624115717e-07,5.383748190292717e-07
iris,107.0,0.8333333333333334,0.002350330352783203,1.629633451015097e-08,2.732194154132605e-08,0.9666666666666667,0.001005411148071289,6.873101214026792e-09,1.1523233611845971e-08,0.9,0.002031087875366211,1.4097076427499505e-08,2.3634731958639626e-08,0.9666666666666667,0.0009000301361083984,6.129382641038548e-09,1.0276337546861172e-08,0.9666666666666667,0.0007596015930175781,5.128804154580325e-09,8.598797919929029e-09,0.9666666666666667,0.09160494804382324,6.448040027808071e-07,1.0810588883418204e-06,0.9666666666666667,0.04669952392578125,3.2861616459111687e-07,5.509479222398521e-07
iris,113.99999999999999,0.9666666666666667,0.002303600311279297,1.5957212271452043e-08,2.675337945300341e-08,0.9666666666666667,0.001013040542602539,6.921787079978618e-09,1.1604858862149717e-08,0.8,0.0018644332885742188,1.294204622836652e-08,2.1698243261778356e-08,1.0,0.0009217262268066406,6.280476707785596e-09,1.0529657289183142e-08,0.9666666666666667,0.0007834434509277344,5.30675938874907e-09,8.897152283108236e-09,0.9666666666666667,0.18634438514709473,1.3118591251245627e-06,2.199423330736256e-06,0.8666666666666667,0.10113072395324707,7.118545131342551e-07,1.193473745992899e-06
iris,134.0,0.8666666666666667,0.006273984909057617,4.389786285890879e-08,7.359782913594247e-08,0.9666666666666667,0.0040264129638671875,2.8123642290517057e-08,4.7151248037529e-08,0.6333333333333333,0.008382081985473633,5.8805810777950776e-08,9.859204371171e-08,0.9666666666666667,0.008682966232299805,6.091273359759016e-08,1.0212444678519965e-07,0.9666666666666667,0.005985736846923828,4.1921888230450177e-08,7.028496983913184e-08,0.9666666666666667,0.18439626693725586,1.298055842715738e-06,2.1762811649432424e-06,0.9666666666666667,0.10933876037597656,7.696647818946392e-07,1.2903966940690876e-06
iris,159.0,0.7333333333333333,0.002476215362548828,1.7176037743211556e-08,2.879682537440062e-08,0.8666666666666667,0.0045812129974365234,3.200340215998846e-08,5.365593608759643e-08,0.7666666666666667,0.0018725395202636719,1.2978980333571355e-08,2.176016586545706e-08,0.9,0.0009381771087646484,6.386242554508529e-09,1.0706981108808519e-08,0.9,0.0007762908935546875,5.249679407977962e-09,8.801453713786602e-09,0.8666666666666667,0.10216856002807617,7.191926483092701e-07,1.205776641478336e-06,0.9,0.04445314407348633,3.127815063960263e-07,5.244000132445098e-07
iris,630.0,0.7333333333333333,0.028751134872436523,2.0210678132677808e-07,3.388461166574717e-07,0.9333333333333333,0.011509180068969727,8.079335513557386e-08,1.354556955471635e-07,0.9333333333333333,0.028434276580810547,1.9947606574241562e-07,3.3443553847726594e-07,0.9,0.010750770568847656,7.543119458901754e-08,1.264656593585372e-07,0.9333333333333333,0.009518623352050781,6.675503751180932e-08,1.119194768216491e-07,0.9333333333333333,1.1168529987335205,7.864028147265807e-06,1.318459173657135e-05,0.9333333333333333,0.5824689865112305,4.101141217246211e-06,6.875849321853769e-06
iris,678.0,0.8333333333333334,0.02678394317626953,1.8823130953050758e-07,3.1558292032090434e-07,0.8333333333333334,0.013731956481933594,9.639969340757999e-08,1.6162081026521924e-07,0.8333333333333334,0.025040626525878906,1.7096629417021165e-07,2.8663691776491407e-07,0.9,0.011406660079956055,8.003284833294706e-08,1.3418065284414293e-07,0.9,0.00917959213256836,6.388425024361542e-08,1.071064017175317e-07,0.9,1.2783589363098145,9.001215815938927e-06,1.5091166186528196e-05,0.9,0.9889798164367676,6.963569625903069e-06,1.1674910214893153e-05
iris,758.0,0.6666666666666666,0.10510444641113281,7.397364049179769e-07,1.240219682442713e-06,0.9666666666666667,0.022678136825561523,1.5917927814097813e-07,2.66875163199997e-07,0.7,0.023900747299194336,1.680283539834635e-07,2.817112561086536e-07,0.8666666666666667,0.02543473243713379,1.7879632447363639e-07,2.9976450974479917e-07,0.9,0.010346651077270508,7.258726848824535e-08,1.2169761887527708e-07,0.8333333333333334,1.3882927894592285,9.775347945740388e-06,1.6389052700978603e-05,0.8333333333333334,0.7215561866760254,5.080517848493897e-06,8.517842559610536e-06
iris,810.0,0.8333333333333334,0.029958248138427734,2.1058147964832359e-07,3.5305453953793056e-07,0.9666666666666667,0.013434410095214844,9.43196317553623e-08,1.581334418125868e-07,0.7666666666666667,0.03646349906921387,2.5601042905026907e-07,4.2921934206273557e-07,0.9333333333333333,0.010257720947265625,7.196106752272702e-08,1.2064774927654268e-07,0.9666666666666667,0.009580135345458984,6.66828481243635e-08,1.1179844627809526e-07,0.9666666666666667,1.8553814888000488,1.305754421181093e-05,2.1891883687473075e-05,0.9333333333333333,0.9991681575775146,7.035320840555314e-06,1.1795206131194248e-05
iris,885.0,0.6333333333333333,0.0659327507019043,3.9267669124593713e-07,6.583498636567593e-07,0.9,0.04058980941772461,2.8500034399013593e-07,4.778229566229106e-07,0.6,0.06306767463684082,4.4381699637092104e-07,7.440901524413348e-07,0.9,0.0245208740234375,1.7186278563291077e-07,2.881399482360244e-07,0.9,0.029704809188842773,2.0879689083774453e-07,3.500625519147277e-07,0.9,2.192301034927368,1.5436238250485258e-05,2.587993016681346e-05,0.8666666666666667,1.5899085998535156,1.1194903563996319e-05,1.876903671471435e-05
