dataset,cpu_load,Linear_accuracy,Linear_time,Linear_emissions,Linear_energy_consumed,SupportVector_accuracy,SupportVector_time,SupportVector_emissions,SupportVector_energy_consumed,StochasticGradient_accuracy,StochasticGradient_time,StochasticGradient_emissions,StochasticGradient_energy_consumed,NaiveBayes_accuracy,NaiveBayes_time,NaiveBayes_emissions,NaiveBayes_energy_consumed,DecisionTree_accuracy,DecisionTree_time,DecisionTree_emissions,DecisionTree_energy_consumed,Forest_accuracy,Forest_time,Forest_emissions,Forest_energy_consumed,AdaBoost_accuracy,AdaBoost_time,AdaBoost_emissions,AdaBoost_energy_consumed
data/banknote/data_banknote_authentication.txt,38.0,0.9781818181818182,0.010100841522216797,7.086143848140129e-08,1.1880414448519947e-07,0.9927272727272727,0.010979175567626953,7.708819285434348e-08,1.2924373253266813e-07,0.9854545454545455,0.006840944290161133,4.787499446028384e-08,8.026576768661739e-08,0.8654545454545455,0.006500244140625,4.54910658516082e-08,7.626894508553744e-08,0.9890909090909091,0.0058689117431640625,4.1060652049992005e-08,6.884104730789662e-08,1.0,0.34978175163269043,2.462722485661255e-06,4.128926032037044e-06,1.0,0.1375887393951416,9.68523040786356e-07,1.6237964362666373e-06
data/banknote/data_banknote_authentication.txt,48.0,0.9672727272727273,0.0024628639221191406,1.6904068423066873e-08,2.834084983822108e-08,0.9963636363636363,0.0049321651458740234,3.4509884845025584e-08,5.785822914633751e-08,0.9927272727272727,0.001659393310546875,1.1476433780920165e-08,1.9241041761255267e-08,0.8654545454545455,0.0009627342224121094,6.57427072646041e-09,1.102222345480919e-08,0.9672727272727273,0.0034241676330566406,2.38560743163949e-08,3.999637264883519e-08,0.9927272727272727,0.13812875747680664,9.724011218328633e-07,1.6302983096529008e-06,0.9963636363636363,0.07150506973266602,5.031365269758119e-07,8.435434832769396e-07
data/banknote/data_banknote_authentication.txt,56.00000000000001,0.9709090909090909,0.0024895668029785156,1.7275088298079066e-08,2.8962890538811687e-08,0.9927272727272727,0.00477290153503418,3.3383394636278155e-08,5.596958973413706e-08,0.9963636363636363,0.003319263458251953,2.315432631750306e-08,3.8819843178939825e-08,0.8581818181818182,0.0009620189666748047,6.554124850894138e-09,1.0988447489166263e-08,0.9890909090909091,0.00228118896484375,1.5801081735813425e-08,2.649161571927071e-08,1.0,0.15843701362609863,1.1153847948415218e-06,1.8700204111397866e-06,1.0,0.06953692436218262,4.893869669018305e-07,8.204913867256404e-07
data/banknote/data_banknote_authentication.txt,78.0,0.9745454545454545,0.0024688243865966797,1.71323883461513e-08,2.8723644115507605e-08,1.0,0.004793882369995117,3.354288281784448e-08,5.623698279547693e-08,0.9963636363636363,0.0023195743560791016,1.6088160462632815e-08,2.6972923229682448e-08,0.8618181818181818,0.0051381587982177734,3.5883162029459855e-08,6.016062413766385e-08,0.9927272727272727,0.0022156238555908203,1.538473364077712e-08,2.579357909598351e-08,1.0,0.1416027545928955,9.968615724162463e-07,1.6713079612710238e-06,0.9927272727272727,0.08044910430908203,5.662199786656679e-07,9.493072903601648e-07
data/banknote/data_banknote_authentication.txt,89.0,0.9963636363636363,0.0026688575744628906,1.8510701999477143e-08,3.1034483098244675e-08,1.0,0.013273954391479492,9.324014858960283e-08,1.5632361298688652e-07,0.9927272727272727,0.00442194938659668,3.0928955463120565e-08,5.185455125330687e-08,0.8254545454545454,0.004531145095825195,3.159209053384372e-08,5.296634345571996e-08,0.9818181818181818,0.005279064178466797,3.694921461150847e-08,6.194793565293552e-08,0.9963636363636363,0.2898414134979248,2.0406882172463664e-06,3.421356142447126e-06,0.9927272727272727,0.07728743553161621,5.439957202701411e-07,9.120467709284068e-07
data/banknote/data_banknote_authentication.txt,98.0,0.9890909090909091,0.0023965835571289062,1.6615310873283626e-08,2.7856727664005762e-08,1.0,0.005097866058349609,3.5669951513050135e-08,5.980316183460951e-08,0.9963636363636363,0.001222372055053711,8.390757173352688e-09,1.4067689690279962e-08,0.8690909090909091,0.0009796619415283203,6.680036573183342e-09,1.1199547274434568e-08,0.9890909090909091,0.001999378204345703,1.3858683566631943e-08,2.3235049698531632e-08,0.9927272727272727,0.1334381103515625,9.393635647271395e-07,1.5749085406623008e-06,0.9927272727272727,0.06821584701538086,4.801114700265258e-07,8.049403692108752e-07
data/banknote/data_banknote_authentication.txt,99.0,0.9818181818181818,0.0024232864379882812,1.681005433709093e-08,2.818322866522074e-08,1.0,0.004964351654052734,3.47348471221823e-08,5.8235394096016894e-08,0.9890909090909091,0.0012581348419189453,8.657690024605805e-09,1.4515221235048773e-08,0.8763636363636363,0.0009479522705078125,6.468504879737477e-09,1.0844899635183813e-08,0.9963636363636363,0.0024433135986328125,1.6979615456440393e-08,2.846750970938206e-08,1.0,0.13404273986816406,9.436445632849726e-07,1.5820859333614234e-06,1.0,0.06830859184265137,4.807695686283573e-07,8.060437174218775e-07
data/banknote/data_banknote_authentication.txt,99.0,0.9781818181818182,0.0024950504302978516,1.7291876527717627e-08,2.8991037176847463e-08,0.9963636363636363,0.00478363037109375,3.3447189908904686e-08,5.607654695867301e-08,0.9818181818181818,0.0012962818145751953,8.922944052895067e-09,1.4959938116014006e-08,0.7818181818181819,0.000982046127319336,6.70689774060504e-09,1.1244581895291807e-08,0.9854545454545455,0.002222776412963867,1.534108424371686e-08,2.5720397837090497e-08,0.9963636363636363,0.14290189743041992,1.006021230507045e-06,1.6866647669833423e-06,0.9963636363636363,0.07167935371398926,5.044997312224629e-07,8.458289902854443e-07
data/banknote/data_banknote_authentication.txt,99.0,0.9854545454545455,0.002504587173461914,1.737581767591043e-08,2.9131770367026333e-08,1.0,0.011979341506958008,8.401333758024983e-08,1.40854220722425e-07,0.9854545454545455,0.0014045238494873047,9.678414386630302e-09,1.6226536827623847e-08,0.8327272727272728,0.001039266586303711,7.108136428966644e-09,1.191728654434681e-08,0.9781818181818182,0.002091646194458008,1.4493278646969541e-08,2.42989926162839e-08,0.9927272727272727,0.14058256149291992,9.89681246599834e-07,1.6592696441831234e-06,1.0,0.07076764106750488,4.980782333857135e-07,8.350629012367608e-07
data/banknote/data_banknote_authentication.txt,113.99999999999999,0.9636363636363636,0.0025069713592529297,1.7389248259621277e-08,2.9154287677454952e-08,0.9963636363636363,0.005303382873535156,3.712716984567722e-08,6.224629001611473e-08,0.9854545454545455,0.0015468597412109375,1.0690744633835518e-08,1.792377910118103e-08,0.8109090909090909,0.0009725093841552734,6.654854228725502e-09,1.1157327317380906e-08,0.9818181818181818,0.0025725364685058594,1.789793161766967e-08,3.000713080993891e-08,0.9890909090909091,0.13850879669189453,9.750973115128163e-07,1.6348186597214464e-06,0.9963636363636363,0.06883716583251953,4.844881614932986e-07,8.122781977468016e-07
