dataset,model,cpu_load,n_samples,test_accuracy,test_precision,test_f1_score,test_recall,fit_time,emission_time,emissions,energy_consumed
Eeg-eye-state-P,Forest,94.25,14980.000000,0.928565,0.931587,0.931083,0.931242,3.101678,6.410644e+00,1.478677e-05,7.627433e-05
Eeg-eye-state-P,Forest,94.25,14980.000000,0.930033,0.933398,0.932734,0.932911,3.084272,6.410644e+00,1.478677e-05,7.627433e-05
Eeg-eye-state-P,Forest,94.25,14980.000000,0.919693,0.924624,0.923260,0.923565,3.102309,6.410644e+00,1.478677e-05,7.627433e-05
Eeg-eye-state-P,Forest,94.25,14980.000000,0.924567,0.928065,0.927372,0.927570,2.946979,6.410644e+00,1.478677e-05,7.627433e-05
Eeg-eye-state-P,SupportVector,79.75,14980.000000,0.711095,0.741968,0.718692,0.728972,5.883206,1.577685e+01,3.646171e-05,1.880798e-04
Eeg-eye-state-P,SupportVector,79.75,14980.000000,0.678565,0.702872,0.685474,0.695928,6.212720,1.577685e+01,3.646171e-05,1.880798e-04
Eeg-eye-state-P,SupportVector,79.75,14980.000000,0.664319,0.733539,0.664168,0.691923,5.820050,1.577685e+01,3.646171e-05,1.880798e-04
Eeg-eye-state-P,SupportVector,79.75,14980.000000,0.606385,0.657526,0.600270,0.635514,6.218766,1.577685e+01,3.646171e-05,1.880798e-04
Eeg-eye-state-P,SupportVector,79.75,14980.000000,0.583846,0.633983,0.572190,0.615154,6.437006,1.577685e+01,3.646171e-05,1.880798e-04
Eeg-eye-state-P,Neighbors,79.75,14980.000000,0.912732,0.913571,0.913560,0.913551,0.042639,1.220916e+00,2.819622e-06,1.454440e-05
Eeg-eye-state-P,Neighbors,79.75,14980.000000,0.862805,0.864182,0.864166,0.864152,0.042057,1.220916e+00,2.819622e-06,1.454440e-05
Eeg-eye-state-P,Neighbors,79.75,14980.000000,0.899801,0.901829,0.901758,0.901869,0.042490,1.220916e+00,2.819622e-06,1.454440e-05
Eeg-eye-state-P,Neighbors,79.75,14980.000000,0.810271,0.815467,0.814644,0.815421,0.042865,1.220916e+00,2.819622e-06,1.454440e-05
Eeg-eye-state-P,Neighbors,79.75,14980.000000,0.835261,0.837074,0.837093,0.837116,0.040850,1.220916e+00,2.819622e-06,1.454440e-05
Eeg-eye-state-P,NaiveBayes,79.75,14980.000000,0.539649,0.554566,0.498317,0.518024,0.024430,3.035247e-01,7.003446e-07,3.612575e-06
Eeg-eye-state-P,NaiveBayes,79.75,14980.000000,0.506419,0.532529,0.346248,0.461949,0.024124,3.035247e-01,7.003446e-07,3.612575e-06
Eeg-eye-state-P,NaiveBayes,79.75,14980.000000,0.497959,0.490612,0.312686,0.450935,0.024454,3.035247e-01,7.003446e-07,3.612575e-06
Eeg-eye-state-P,NaiveBayes,79.75,14980.000000,0.497657,0.476541,0.297273,0.448932,0.024832,3.035247e-01,7.003446e-07,3.612575e-06
Eeg-eye-state-P,NaiveBayes,79.75,14980.000000,0.494353,0.434044,0.292478,0.445594,0.023467,3.035247e-01,7.003446e-07,3.612575e-06
Eeg-eye-state-P,GradientBoost,71.25,14980.000000,0.799971,0.806920,0.805204,0.806409,3.184809,6.584366e+00,1.519782e-05,7.839466e-05
Eeg-eye-state-P,GradientBoost,71.25,14980.000000,0.801825,0.813817,0.808558,0.810748,3.201966,6.584366e+00,1.519782e-05,7.839466e-05
Eeg-eye-state-P,GradientBoost,71.25,14980.000000,0.808824,0.816316,0.814169,0.815421,3.219074,6.584366e+00,1.519782e-05,7.839466e-05
Eeg-eye-state-P,GradientBoost,71.25,14980.000000,0.801759,0.814020,0.808504,0.810748,3.214154,6.584366e+00,1.519782e-05,7.839466e-05
Eeg-eye-state-P,GradientBoost,71.25,14980.000000,0.805836,0.815131,0.811789,0.813418,3.110015,6.584366e+00,1.519782e-05,7.839466e-05
Eeg-eye-state-P,Neural,52.25,14980.000000,0.920261,0.920190,0.919666,0.919559,35.089217,9.895605e+01,2.284333e-04,1.178323e-03
Eeg-eye-state-P,Neural,52.25,14980.000000,0.903255,0.903449,0.902990,0.902870,55.557637,9.895605e+01,2.284333e-04,1.178323e-03
Eeg-eye-state-P,Neural,52.25,14980.000000,0.919103,0.920523,0.920509,0.920561,44.050777,9.895605e+01,2.284333e-04,1.178323e-03
Eeg-eye-state-P,Neural,52.25,14980.000000,0.868549,0.871860,0.871535,0.871829,49.125097,9.895605e+01,2.284333e-04,1.178323e-03
Eeg-eye-state-P,Neural,52.25,14980.000000,0.879152,0.880240,0.880202,0.880174,63.608341,9.895605e+01,2.284333e-04,1.178323e-03
Electricity,Linear,42.5,45312.000000,0.742392,0.760573,0.755441,0.759903,0.109671,1.810414e+00,4.151094e-06,2.141251e-05
Electricity,Linear,42.5,45312.000000,0.744838,0.764322,0.758218,0.762992,0.109740,1.810414e+00,4.151094e-06,2.141251e-05
Electricity,Linear,42.5,45312.000000,0.743752,0.764479,0.757476,0.762635,0.112113,1.810414e+00,4.151094e-06,2.141251e-05
Electricity,Linear,42.5,45312.000000,0.743124,0.761173,0.756138,0.760539,0.118374,1.810414e+00,4.151094e-06,2.141251e-05
Electricity,Linear,42.5,45312.000000,0.741217,0.760332,0.754555,0.759325,0.116335,1.810414e+00,4.151094e-06,2.141251e-05
Electricity,Forest,34.75,45312.000000,0.901725,0.905901,0.905778,0.905991,6.728861,3.500286e+01,8.030780e-05,4.142503e-04
