dataset,model,cpu_load,test_accuracy,test_precision,test_f1_score,test_recall,fit_time,emission_time,emissions,energy_consumed,n_samples
Eeg-eye-state,GradientBoost,5.4375,0.801219,0.813038,0.807914,0.810080,1.958817,1.121804e+01,2.574882e-05,1.328197e-04,14980
Eeg-eye-state,GradientBoost,5.4375,0.808824,0.816316,0.814169,0.815421,2.000917,1.121804e+01,2.574882e-05,1.328197e-04,14980
Eeg-eye-state,GradientBoost,5.4375,0.801759,0.814020,0.808504,0.810748,2.031043,1.121804e+01,2.574882e-05,1.328197e-04,14980
Eeg-eye-state,GradientBoost,5.4375,0.805836,0.815131,0.811789,0.813418,2.114351,1.121804e+01,2.574882e-05,1.328197e-04,14980
Eeg-eye-state,Neural,100.25,0.922581,0.924609,0.924467,0.924566,73.554623,4.485203e+02,1.029466e-03,5.310275e-03,14980
Eeg-eye-state,Neural,100.25,0.901754,0.903150,0.903162,0.903204,118.588717,4.485203e+02,1.029466e-03,5.310275e-03,14980
Eeg-eye-state,Neural,100.25,0.921829,0.923562,0.923487,0.923565,86.585729,4.485203e+02,1.029466e-03,5.310275e-03,14980
Eeg-eye-state,Neural,100.25,0.869733,0.872820,0.872569,0.872830,74.502967,4.485203e+02,1.029466e-03,5.310275e-03,14980
Eeg-eye-state,Neural,100.25,0.874167,0.876399,0.876362,0.876502,93.902641,4.485203e+02,1.029466e-03,5.310275e-03,14980
Electricity,Linear,1.1875,0.742392,0.760573,0.755441,0.759903,0.122993,2.028139e+00,4.649567e-06,2.398378e-05,45312
Electricity,Linear,1.1875,0.744838,0.764322,0.758218,0.762992,0.105706,2.028139e+00,4.649567e-06,2.398378e-05,45312
Electricity,Linear,1.1875,0.743752,0.764479,0.757476,0.762635,0.068786,2.028139e+00,4.649567e-06,2.398378e-05,45312
Electricity,Linear,1.1875,0.743124,0.761173,0.756138,0.760539,0.088658,2.028139e+00,4.649567e-06,2.398378e-05,45312
Electricity,Linear,1.1875,0.741217,0.760332,0.754555,0.759325,0.081635,2.028139e+00,4.649567e-06,2.398378e-05,45312
Electricity,Forest,3.375,0.899671,0.903667,0.903589,0.903785,3.977530,2.168454e+01,4.976147e-05,2.566837e-04,45312
Electricity,Forest,3.375,0.902092,0.907406,0.906992,0.907315,4.094402,2.168454e+01,4.976147e-05,2.566837e-04,45312
Electricity,Forest,3.375,0.899638,0.904666,0.904357,0.904657,4.054358,2.168454e+01,4.976147e-05,2.566837e-04,45312
Electricity,Forest,3.375,0.905437,0.909188,0.909121,0.909292,4.033120,2.168454e+01,4.976147e-05,2.566837e-04,45312
Electricity,Forest,3.375,0.905578,0.910430,0.910120,0.910395,3.892483,2.168454e+01,4.976147e-05,2.566837e-04,45312
Electricity,SupportVector,6.25,0.784673,0.798124,0.795473,0.797859,23.955537,1.509721e+02,3.467465e-04,1.788616e-03,45312
Electricity,SupportVector,6.25,0.787638,0.802116,0.798810,0.801390,24.073514,1.509721e+02,3.467465e-04,1.788616e-03,45312
Electricity,SupportVector,6.25,0.786580,0.801610,0.797988,0.800706,24.342189,1.509721e+02,3.467465e-04,1.788616e-03,45312
Electricity,SupportVector,6.25,0.790149,0.803681,0.800913,0.803244,24.286553,1.509721e+02,3.467465e-04,1.788616e-03,45312
Electricity,SupportVector,6.25,0.787100,0.802025,0.798461,0.801148,24.498802,1.509721e+02,3.467465e-04,1.788616e-03,45312
Electricity,Neighbors,6.25,0.831933,0.837076,0.837163,0.837471,0.084294,5.184276e+00,1.190289e-05,6.139846e-05,45312
Electricity,Neighbors,6.25,0.823545,0.830584,0.830365,0.831071,0.074118,5.184276e+00,1.190289e-05,6.139846e-05,45312
Electricity,Neighbors,6.25,0.829744,0.834950,0.835041,0.835356,0.075147,5.184276e+00,1.190289e-05,6.139846e-05,45312
Electricity,Neighbors,6.25,0.832356,0.837035,0.837138,0.837343,0.076944,5.184276e+00,1.190289e-05,6.139846e-05,45312
Electricity,Neighbors,6.25,0.832115,0.838103,0.838072,0.838557,0.073225,5.184276e+00,1.190289e-05,6.139846e-05,45312
Electricity,NaiveBayes,6.25,0.701267,0.766833,0.717364,0.737504,0.082799,1.409837e+00,3.234067e-06,1.668223e-05,45312
Electricity,NaiveBayes,6.25,0.684716,0.770119,0.698722,0.726139,0.040977,1.409837e+00,3.234067e-06,1.668223e-05,45312
Electricity,NaiveBayes,6.25,0.668150,0.765204,0.679492,0.712977,0.040072,1.409837e+00,3.234067e-06,1.668223e-05,45312
Electricity,NaiveBayes,6.25,0.699273,0.771841,0.715092,0.737144,0.036914,1.409837e+00,3.234067e-06,1.668223e-05,45312
Electricity,NaiveBayes,6.25,0.688221,0.768198,0.702879,0.728426,0.037760,1.409837e+00,3.234067e-06,1.668223e-05,45312
Electricity,GradientBoost,6.25,0.820974,0.828504,0.828162,0.828975,4.272889,2.233228e+01,5.128425e-05,2.645386e-04,45312
Electricity,GradientBoost,6.25,0.822488,0.832291,0.831030,0.832285,4.183285,2.233228e+01,5.128425e-05,2.645386e-04,45312
Electricity,GradientBoost,6.25,0.825201,0.834956,0.833687,0.834915,4.116386,2.233228e+01,5.128425e-05,2.645386e-04,45312
Electricity,GradientBoost,6.25,0.827570,0.835461,0.834931,0.835798,4.065440,2.233228e+01,5.128425e-05,2.645386e-04,45312
Electricity,GradientBoost,6.25,0.830138,0.838306,0.837646,0.838557,4.077122,2.233228e+01,5.128425e-05,2.645386e-04,45312
Electricity,Neural,102.375,0.828155,0.832064,0.832064,0.832064,130.505887,5.189054e+02,1.191673e-03,6.146987e-03,45312
Electricity,Neural,102.375,0.820281,0.828881,0.828162,0.829196,93.899737,5.189054e+02,1.191673e-03,6.146987e-03,45312
Electricity,Neural,102.375,0.817058,0.823119,0.823171,0.823659,68.098804,5.189054e+02,1.191673e-03,6.146987e-03,45312
Electricity,Neural,102.375,0.823799,0.829779,0.829803,0.830280,91.569366,5.189054e+02,1.191673e-03,6.146987e-03,45312
Electricity,Neural,102.375,0.821481,0.827986,0.827923,0.828515,132.768292,5.189054e+02,1.191673e-03,6.146987e-03,45312
